idx_all,idx,english,french,ALL VOTEINTENTION,ALL CRITICISM,ALL SUPPORT,MACRON VOTEINTENTION,LEPEN VOTEINTENTION,MELENCHON VOTEINTENTION,MACRON CRITICISM,LEPEN CRITICISM,MELENCHON CRITICISM,MACRON  SUPPORT,LEPEN SUPPORT,MELENCHON SUPPORT
1479372,292,"And so your idea of ​​democracy is to vote for Jean-Luc Mélenchon, who did not qualify for the second round, because you are unable to accept a vote?",Et donc votre conception de la démocratie c'est de voter jean Luc Mélenchon qui n'a pas été qualifié pour le deuxième tour car vous n'êtes pas capable d'accepter un vote ?,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
464253,293,"Well, I would have voted for Mélenchon, even if I think he is extremist and can be dangerous, but I think he is much less so than MLP because he is not on the same subjects.","Bah j'aurais voté Mélenchon, même si je pense qu'il est extrémiste et peut être dangereux, mais j'estime qu'il l'est bien moins que MLP car pas sur les mêmes sujets",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4099361,294,"To regain freedom and a healthy democracy without affairs, without scandals, without distributing money to those who already have too much, for retirement at 60, I vote Mélenchon.","Pour retrouver la liberté  et une démocratie  saine et sans affaires, sans scandales, sans distribution d'argent à  ceux qui ont déjà  trop,  pour la retraite à  60 ans, je vote Mélenchon.",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
2437079,295,"Mélenchon's campaign was a great political moment. I believe that beyond the stakes of this presidential election in France, it was the method, the humanism, the passion for life and for nature that will inspire beyond France. These were the forces of the spirit.","La campagne de Mélenchon a été un grand moment politique. Je crois qu’au-delà des enjeux de cette élection présidentielle en France, c’est la méthode, l’humanisme, la passion pour le vivant et pour la nature qui inspireront au-delà de l’hexagone. C’était les forces de l’esprit.",None,None,Mélenchon,NO,NO,NO,NO,NO,NO,NO,NO,YES
3400976,296,"Blaming the other parties for the current situation when there was 23% abstention, Mélenchon would have done better to go and get those votes rather than bother us, I vote PCF not LFI","Mettre les autres partis responsables de la situation actuelle alors qu'il y avait 23% d'abstention, Mélenchon aurait mieux fait d'aller les chercher ces voix plutôt que d'aller nous emmerder, je vote PCF pas LFI",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
2157561,297,I'm not sure. I think Jadot or Hidalgo voters would have voted for Macron rather than Mélenchon. And Poutou and Artaud voters wouldn't have been enough. Then other voters would have abstained. So it's not as simple as that.,Je ne suis pas sûre . Les électeurs de Jadot ou d'Hidalgo auraient voté Macron plutôt que Mélenchon je pense. Et les électeurs de Poutou et Artaud n'auraient pas suffi. Puis d'autres électeurs se seraient abstenus . Ce n'est donc pas aussi simple que ça,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2146366,298,"I can't imagine another Macron/Le Pen duel, a nightmare for all of us and five more years of hell. So I implore you, communists, Greens, and all those of good will, not to miss this date with history. SundayIVoteMélenchon","Je ne peux imaginer un nouveau duel Macron/Le Pen, cauchemar pour nous tous et 5 ans d'enfer en plus. Alors je vous en conjure, communistes, EELV et toutes les bonnes volonté, ne ratons pas ce rdv avec l'histoire. DimancheJeVoteMélenchon",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
408480,299,"Around me, it's mostly Mélenchon and I think he's going to do well here in Martinique. I'm still hesitating on the eve of voting (Saturday in Martinique). Here's a little video for fun.","Autour de moi, c est majoritairement Mélenchon et je pense qu il va faire 1 bon score ici en Martinique. Moi j hésite encore à la veille de voter (samedi en Martinique). Tiens 1 tite vidéo pour le fun  ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4119009,300,Why I won't vote for Le Pen and why I'm increasingly seriously considering voting for Macron,Pourquoi je ne voterai pas Le Pen et pourquoi j'envisage de plus en plus sérieusement de voter Macron,Macron,None,Macron,YES,NO,NO,NO,NO,NO,YES,NO,NO
719250,301,"It's a dangerous game, but a calculation that can be explained. Le Pen presides over the left, and will have to unite by force in the legislative elections. Moderate French people will not vote for a right-wing MP who is too close to Le Pen. And this would lead to a left-wing government...",C'est un jeu dangereux mais un calcul qui peut s'expliquer . Le Pen présidente la gauche va devoir s'unir de force aux législatives. Les Français modérés ne voteront pas pour un(e) député de droite trop proche le Pen.  Et déboucherait sur un gouvernement de gauche ...,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1222568,302,"Sorry, but I'm not anti-Semitic, so I won't vote for FLASH - Marine Le Pen does not rule out, if she is elected, governing with ""people from a sovereignist left."" (AFP) presidential elections 2022 melenchon. IVoteZemmourApril 10","Désolé mais je ne suis pas antisémite donc je ne voterai pas pour FLASH - Marine Le Pen n'exclut pas, si elle est élue, de gouverner avec ""des gens d'une gauche souverainiste"". (AFP) présidentielles2022 melenchon. JeVoteZemmourLe10avril",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1639531,303,"You should know, you want to ban it, then a few days ago, it was a subject of debate with your guru Le Pen and now it is banned again. Is everything going well for you? You don't even agree with the racism that founded your party.","Faudrait savoir, vous voulez l’interdire, puis il y a quelques jours, c’était sujet à débat avec votre gourou Le Pen et maintenant c’est de nouveau interdit. Tout se passe bien chez vous ? Même sur le racisme qui a fondé votre parti vous n’êtes pas d’accord",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
725336,304,"It's a position we can respect, no problem. But it won't block Le Pen. And adding anti-Macron stuff won't either. To vote against Macron, you had to vote en masse for the other candidates. That's what I'm raising. It's dangerous in the second round.","C'est une position qu'on peut respecter, no soucy. Mais ça ne fera donc pas barrage à Le Pen. Et rajouter des trucs anti Macron non plus. Pour voter contre Macron, fallait voter en masse pour les autres candidats. C'est ce que je soulève. C'est dangereux dans l'entre 2 tours là.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4687525,305,Well well well Macron/Le Pen it's original.. I hate it I'm 16 I still can't vote but dammit,Tiens tiens tiens Macron/Le Pen c'est orignal.. j'ai la haine j'ai 16 ans je peux toujours pas voté parcontre ptn,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4788361,306,"You say that we shouldn't be fooled by the media, but in fact that's exactly what you're doing by calling for a vote for Macron. The media's game is precisely to demonize Marine Le Pen, and you, like an idiot, fall for it.","Tu dis qu'il faut pas se laisser berner par les médias, mais en fait c'est exactement ce que tu fais en appelant à voter pour Macron. Le jeu des médias c'est de justement diaboliser Marine Le Pen, et toi comme un imbécile tu tombes dedans",None,None,LePen,NO,NO,NO,NO,NO,NO,NO,NO,NO
2235385,307,"I don't really agree, in fact I always found him very virulent against Le Pen and Zemmour, and against racism in general. The only thing we can reproach him for is having played with the limits with conspiracy theories and anti-Semitism to attract the confused","Je suis pas trop d’accord, fin je l’ai toujours trouvé très virulent contre Le Pen et Zemmour, et contre le racisme en général.  La seule chose qu’on peut lui reprocher c’est d’avoir joué avec les limites avec le complotisme et l’antisémitisme pour attirer les confus",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1222621,308,"Sorry, but I'm thinking about a Macron-Mélenchon debate and I'm crying. Marine Le Pen is an absolute intellectual disaster.",Désolé mais je pense à un débat Macron - Mélenchon et je pleure. Marine Le Pen est une catastrophe intellectuelle absolue.,None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
15886,309,"""My name is Ursula, I'm Muslim, I have 15 followers and I'm voting for Le Pen!""","""Je m'appelle Ursula, je suis musulmane, j'ai 15 abonnés et je vote Le Pen !"" ",Le Pen,None,None,NO,YES,NO,NO,NO,NO,NO,NO,NO
5896800,310,"“In the absence of desire, it was fear or hatred of Le Pen, Macron, or both, that drove voters. All of this undoubtedly sets the tone for the second-round campaign. It promises to be a tough one, based on rejection.”","“Faute d'envie, c'est la peur ou la haine de Le Pen, de Macron, ou des deux, qui a servi de moteur aux électeurs. Le tout donne sans doute la tonalité de la campagne de second tour. Elle s'annonce musclée, assise sur le rejet”  ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1303147,311,Emmanuel Macron is the biggest fraud ever seen... I give my vote to Marine Le Pen!! My son and grandson of an immigrant! You're Everything But Macron,Emmanuel Macron est la plus grosse fraude jamais vu … je donne ma voix à Marine Le Pen !! Mois fils et petit-fils d’immigré ! CaVous ToutSaufMacon,Le Pen,Macron,None,NO,YES,NO,YES,NO,NO,NO,NO,NO
2565091,312,"Le Pen is common among young people and those over 70, but Mélenchon is not! The question is whether the future of young people should be decided by boomers raised in fear or by young people who aspire to a new model of society? Democracy should be weighted by age.","Le Pen est commun entre les jeunes et les plus de 70 ans, pas Mélenchon ! Il s’agirait de savoir si l’avenir des jeunes doit être décidé par des boomers élevés dans la peur ou par des jeunes qui aspirent à un nouveau modèle de société ? La démocratie devrait se pondérer de l’âge",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1205338,313,"Huge disappointment! I'm turning off the TV and I'll never be interested in politics again for the next 5 years. Macron or Le Pen, it's six of one and half a dozen of the other. There won't be any barriers here anymore, in any case. Get on with it.",Déception énorme ! J'éteins la télé et plus jamais je m'intéresse à la politique durant les 5 prochaines années. Macron ou Le Pen c'est bonnet blanc et blanc bonnet. Il n'y aura  plus de barrage ici en tout cas. Debrouillez-vous,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4820870,314,"Are you going to watch the debate? Not me, since I know who I'm voting for on Sunday and above all I don't want to see Le Pen's face.",Tu vas regarder le débat ? Moi non vu que je sais pour qui je vais voter dimanche et surtout j ai pas envie de voir la gueule de Le Pen,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2284407,315,"I confess that I am bored and don't care about the ""reconciliation"" of the RN and LR! I am voting for you, for your ideas. I am not campaigning to give Marine Le Pen a leg up.","Je vous avoue que je m’ennuie moque de la « réconciliation » des RN, LR !  Je vote  pour vous, pour vos idées   Je ne milite pas à  pour faire une courte échelle à Marine Le Pen.    ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3580069,316,"No, I don't believe it, I'm disgusted, he won. Of course, many people hate Macron. But so many can't imagine, don't want to see Marine Le Pen's face appear as president on the 24th. We'll have mass abstentions and blank votes for nothing, and that's it.","Non je n'y crois pas, je suis dégouté, il a gagné. Certes beaucoup de gens détestent Macron. Mais tellement n'imaginent pas, ne veulent pas voir apparaître la tête de Marine Le Pen comme présidente le 24. On aura des abstentions et blancs en masse pour rien et c'est tout.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5775689,317,"""Not a single vote for Le Pen."" He's not calling for a vote for Macron, but he's giving activists their freedom: to abstain, to vote blank, to vote for Macron. Drawing conclusions from this, knowing that Marine will be very, very close in votes, that's the analysts' problem... (nb I'm anti-LFI)","«Pas une voix pour Le Pen». Il n’appelle pas à voter Macron, mais il laisse aux militants leur liberté : de s’abstenir, de voter blanc, de voter Macron. En tirer des conclusions, sachant que Marine sera très très juste en voix, ça, c’est le pb des analystes…(nb je suis anti LFI)",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
696673,318,That's why even if it breaks my heart I will vote for Le Pen As they say hope springs eternal. And then there are the legislative elections!!,C'est pourquoi même si ça me crève le cœur je voterai Le Pen  Comme on dit l'espoir fait vivre. Et puis il y a les législatives !!,Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
3762501,319,"Let's pull ourselves together. Neither Macron nor Le Pen will vote blank on the 24th to demonstrate our rejection of them. We're fighting to get as many rebellious MPs elected to the National Assembly as possible, creating a strong opposition, and even the door for the elected president if the war doesn't stop our momentum...","On se reprend. Ni Macron ni Le Pen, le 24, on vote blanc pour témoigner notre rejet à leur encontre. On se bat pour faire élire à l'AN le plus de Députés insoumis créant une opposition forte, voire la porte pour le président élu si la guerre ne stoppe pas notre élan...",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4044812,320,"Never again Macron with all the harm he has done to us, I will vote for Marine Le Pen","Plus jamais Macron avec tous le mal qu'il nous a  fait, je voterai Marine Le Pen",Le Pen,Macron,LePen,NO,YES,NO,YES,NO,NO,NO,NO,NO
4449828,321,"Without a doubt, Marine Le Pen, as Eric Zemmour asked us. Macron is strong on verbal promises, but as for action, more than anyone... I survive today, I don't live...","Sans aucun doute Marine Le Pen, comme nous l'a demandé Éric Zemmour. Macron est fort en promesses orales, quant à l'action, plus que nul... Je survis aujourd'hui  je ne vis pas....",Le Pen,Macron,None,NO,YES,NO,YES,NO,NO,NO,NO,NO
5281249,322,"Damn, I had to see a tweet about Mélenchon being present instead of Le Pen on this set, but imagine the carnage that would have been.",bordel il a fallu que je vois un tweet sur Mélenchon présent à la place de Le Pen sur ce plateau mais rendez vous compte de la boucherie que ça aurait été,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5570683,323,"My candidate is supposed to represent me. I don't expect him to give me orders, I expect him to say the same thing as me. A nuance. Do you need help choosing between Macron, Blanc, and Le Pen? I don't need help.","mon candidat est sensé me représenter. je n'attends pas qu'il me donne des ordres, j'attends de lui qu'il dise comme moi. nuance. t'as besoin d'aide pour choisir entre Macron, Blanc et Le Pen, toi? moi non je n'ai pas besoin d'aide.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2182593,324,"I think both are dangerous for French democracy. In any case, I'm sure Macron is because he's proven it to us over the past 5 years. As for Le Pen, she still gets the benefit of the doubt, but given her ideas, it's not a joy either!","Je pense que les deux sont dangereux pour la démocratie française. En tt cas, je suis sûr que Macron l’est car il nous l’a prouvé durant ces 5 dernières années. Quand à Le Pen, elle a encore le bénéfice du doute mais au vu de ces idées, c’est pas la joie non plus !",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
4025249,325,"Perhaps, the world is a jungle and I doubt that Le Pen or Lassalle have the prerequisites to face it on behalf of 70 million French people.","Peut-être bien, le monde est une jungle et je doute que Le Pen ou Lassalle aient les pré requis pour l’affronter au nom de 70 millions de français..",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2730704,326,"Both are that! Wasn't it a Macron minister who said he found Marine Le Pen too soft? Blinded eyes, wrongful arrests, a restriction of freedom conditional on a vaccination pass. Impossible to vote for a guy like that!!! Otherwise I'm an accomplice!","Les 2 sont cela ! N’est-ce pas un ministre de Macron qui a dit qu’il trouvait Marine Le Pen trop molle ? Des éborgnés, des arrestations abusives, une restriction de liberté conditionnée à un passe vaccinal. Impossible de voter pour un type pareil !!! Sinon je suis complice !",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
3393115,327,"Thank you, and as you could read my tweet just above Muslim confessions I did not want Le Pen to be elected so that is why I ""preferred Macron""","Merciii, et comme ta pu lire mon tweet juste en haut de confessions musulmane je ne souhaitais pas que Le Pen soit élu donc voila pourquoi j’ai « préféré Macron »",Macron,None,Macron,YES,NO,NO,NO,NO,NO,YES,NO,NO
4604427,328,"Spoiled, people are smart and Le Pen won't get through. We'll also have to account for these guilt campaigns (which only start in the second round). MLP's goal of trivializing the election worked for LREM. Democracy is sick and nobody cares.",Spoiled les gens sont intelligents et Le Pen ne passera pas. Il faudra rendre compte aussi de ces campagnes de culpabilisation (qui ne commencent qu'au 2nd tour).  L'objectif de banalisation de MLP a fonctionné pour LREM. La démocratie est malade et tout le monde s'en fout.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
342501,329,"After all, it's your choice to vote for a guy who doesn't give a damn about women and LGBT people. I just think it's a big shame. If I'm racist, I would have chosen Le Pen in your place.","Après tout, c’est ton choix de voter pour un mec qui n’en a rien à foutre des femmes et des LGBT. Juste je trouve que c’est la grosse honte Quitte à être raciste, j’aurais choisi Le Pen à ta place",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2173961,330,"I thought it was clear, but now I'll clarify: what's a nightmare is that Macron is capable of losing, and therefore we risk tipping into fascism with Le Pen. I will obviously vote to block fascism, but I'm afraid there won't be enough of us left...","Je pensais que c'était clair mais du coup je précise : ce qui est un cauchemar, c'est que Macron est capable de perdre, et donc qu'on risque de basculer dans le fascisme avec Le Pen. Je voterai évidemment pour faire barrage au fascisme, mais j'ai peur qu'on ne soit plus assez...",Macron,Le Pen,None,YES,NO,NO,NO,YES,NO,NO,NO,NO
4626557,331,"Surprise, surprise… France 2 chooses Macron!: On April 12, 2022, I watched the 8 p.m. news on France 2, which, among other topics, dealt with the pension programs of the two candidates (Emmanuel Macron and Marine Le Pen) in…","Surprise, surprise … France 2 choisit Macron !: Ce 12 avril 2022, j'ai regardé le Journal télévisé de 20 h de France 2 qui, entre autres sujets, traitait du programmes, en matière de retraites, des deux candidats (Emmanuel Macron et Marine Le Pen) au…  ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4429083,332,"If he had injected the billion he gave to McKinsey into research, we might have a French vaccine and that would prevent us from enriching his friends at Pfizer. Well, everything he says is just a lie, because Le Pen has been triple vaccinated, just like Zemmour, for antivaxxers.","S'il avait injecté le milliard, donné à McKinsey, dans la recherche, nous aurions peut-être un vaccin français et cela nous éviterai d'enrichir ses amis Pfizer. Bon tout ce qu'il dit est juste un mensonge, car Le Pen triple vaccinée, tout comme Zemmour, pour des antivaxx ",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2033772,333,"I would have really liked to see a Mélenchon-Le Pen... Or not really in fact because I know the result and the point of view of the ""defenders of republican values""","J'aurais vraiment aimé voir un Mélenchon - Le Pen... Ou pas vraiment en fait parce que je connais le résultat et le point de vue des ""défenseurs des valeurs républicaines""",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1068288,334,"Great democrats, all these people on the left... I just notice that for Le Pen or Zemmour we talk about a far-right party but when we talk about Mélenchon we never say the far-left party... think about that before voting",De grands démocrates tous ces gens de gauche… je remarque juste que pour Le Pen ou Zemmour on parle d un parti d extrême droite mais lorsque l on parle de Melenchon on ne dit jamais le parti d extrême gauche…pensez y avant de voter,None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
4437463,335,"His campaign remains valid if Le Pen wins. But in that case it would have been better for everyone if he hadn't called for a vote against her. I'm with LFI for the program, but sometimes I find that Melenchon is a step behind, like when he was stuck on pangolins.","Sa campagne reste valable si c'est Le Pen qui passe. Mais dans ce cas il aurait mieux valu pour tt le monde qu'il n'appelle pas à voter contre elle. Je suis LFI pour le programme, mais des fois je trouve que Melenchon a un train de retard, comme qd il restait bloqué aux pangolins",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5073584,336,"You no longer have any credibility, nothing, the world is changing, you are going to see left-wing voters vote for Le Pen against your Davos project.","Vous n'avez plus de crédibilité, plus rien, le monde change vous allez voir des électeurs de gauche voter Le Pen contre votre projet de Davos.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3927193,337,Because you think it was clearer? Being a Macron fanboy and possibly anti-Le Pen shouldn't cloud your integrity and objectivity. This debate has served no purpose for either side.,Parce que vous trouvez qu'il a était plus clair ? Être un fan boy de Macron et éventuellement anti Le Pen ne devrait pas obscurcir votre intégrité et votre objectivité. Ce débat n'a servi à rien ni d'un côté ni de l'autre,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4006156,338,"Personally, I vote more in France since I stopped living there. But with Le Pen so close to power, it's the first time I regret not being on the lists. It doesn't matter who's in front of me, as long as he's not a fascist, I would have given him my vote.","Perso je vote plus en France depuis que j’y habite plus. Mais là avec une Le Pen aussi proche du pouvoir c’est la première fois que je regrette de pas être inscrit sur les listes. Peu importe qui est en face, pourvu qu’il soit pas facho, je lui aurais donné ma voix",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2107850,339,"I was referring to the populist lunatics that are Le Pen and Mélenchon as well as their groupies, I am not interested in less than 5%. RN and LFI, two ignoble sides of the same coin","Je faisait référence au taré populiste que sont Le Pen et Mélenchon ainsi qu'à leurs groupies, je ne m'intéresse pas au moins de 5%. RN et LFI, les deux faces ignoble d'une même pièce",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1321023,340,"In 2017, Macron's legitimacy rested on a single thing: his rejection of the far right. In five years, he has largely contaminated public debate with far-right theories to set up his duel with Le Pen.","En 2017, la légitimité de Macron ne reposait que sur une seule chose : le rejet de l'extrême-droite. En 5 ans, il a largement contaminé le débat public avec les thèses de l'extrême-droite pour installer son duel avec Le Pen.  ",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
4537919,341,"If my mother votes for Marine Le Pen, I'll do the same!",Si ma mère vote Marine Le Pen je vais faire la même chose!,Le Pen,None,None,NO,YES,NO,NO,NO,NO,NO,NO,NO
3558514,342,"Nicolas Sarkozy betrayed the nation. No LR will call for a vote for Marine Le Pen as Zemmour said. As a former LR, I will vote for Marine Le Pen. Do you like the LR, a president who sells Alstom, who wants to dilute France in the EU, who always wants more immigration? EveryoneExceptMacron","Nicolas Sarkozy a trahi la nation. Aucun LR n'appellera à voter Marine Le Pen comme l'avait dit Zemmour. Ancien LR, je voterai Marine Le Pen ça vous plait les LR un président qui vent Alstom, qui veut diluer la France dans l'UE, qui veut tjrs plus d'immigration? TousSaufMacron",Le Pen,Macron,LePen,NO,YES,NO,YES,NO,NO,NO,NO,NO
1926601,343,"There's a three-headed watchdog: Macron, Le Pen, Zemmour. Anti-fascist chants. The front of the parade is very young, but there are also families, union members, and other people.","Il y a un cerbère à trois têtes : Macron, Le Pen, Zemmour. Des chants antifascistes. L'avant du défilé est très jeune, mais il y a aussi des familles, des syndicalistes, des personnes diverses. ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
483624,344,"Bardella was more impactful in interviews and if I didn't expect anything from this debate (which I therefore didn't watch), I would have liked Le Pen to lift the veil on the lies, contradictions, etc. over the past 5 years. AT THE SAME TIME, she herself was entangled, it was complicated","Bardella était plus percutant sur des interviews et si je n'attendais rien de ce débat (que je n'ai donc pas regardé), j'aurais aimé que Le Pen lève le voile sur les mensonges, contradictions, etc au fil de ces 5 ans.  EN MEME TEMPS, elle-même empêtrée, c' était compliqué",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5878141,345,"Obvious! Marine Le Pen's incompetence: ""It's Macron's fault!"" Ask: I even believe that the war in Ukraine is Macron's fault.",Évident ! La nullité de Marine Le Pen : « c’est la faute à Macron ! »  Demandez à  : je crois même que la guerre en Ukraine c’est la faute à Macron,None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
3933756,346,Same here. And I might even add that the pile of Macron's ballots available at the entrance to the voting booth is half as high as Le Pen's.,Pareil chez moi. Et je peux même ajouter que la pile de bulletins de Macron disponibles à l'entrée de l'isoloir et moitié moins haute que celle de Le Pen.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3797001,347,"Yeah, well disappointed: even if it hurts, I'll vote for Le Pen because what you're doing is voting for Macron! With Macron, the human condition is in danger!",Ouaih ben déçue  : même si ça fait mal je voterai Le Pen car ce que tu fais là c'est voter Macron ! Avec Macron c'est la condition humaine qui est en danger !,Le Pen,Macron,LePen,NO,YES,NO,YES,NO,NO,NO,NO,NO
1363955,348,"By rejecting Marine Le Pen, we are preventing the advent of a social project that is destructive of the rule of law, of the democratic, social and united republic that we defend every day.","En rejetant Marine Le Pen, il s’agit d’empêcher l’avènement d’un projet de société destructeur de l’État de droit, de la république démocratique sociale et solidaire que nous défendons chaque jour.",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
5882051,349,"In Villeneuve-d'Ascq: 72.84% Le Pen 27, 16% THANK YOU to the Villeneuve residents who overwhelmingly rejected the far-right's plan to regress. This obliges us.","à VilleneuvedAscq :  72,84%  Le Pen 27, 16%  MERCI aux villeneuvois(es) qui ont rejeté majoritairement le projet de régression de l' extrême droite. Cela nous oblige.      ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4715105,350,All the French Presidents and politicians have been to Russia so I don't see the connection between this BFMTV crap to destroy Le Pen. BFMTV made a deal with the Macronists. They are scared to death of Marine and are doing everything to smear her.,Tous les Présidents et politiciens Français sont allés en Russie alors je vois pas le rapport de cette merde  de BFMTV pour dezinguer la Le Pen bfmtv a passé un accord avec les Macronistes ils ont la peur aux ventres de Marine et font tout pour la salir,None,None,LePen,NO,NO,NO,NO,NO,NO,NO,NO,NO
3797189,351,"Yep. A solid 7%. I was at the heart of Reconquest, I'm telling you, it's not a passing vote. It's a rock planted in society. In the meantime, Zemmour has positioned himself to the right of Le Pen and she's become acceptable again. See you in the second round.","Ouaip. 7% solide. J'étais au coeur de Reconquête je te le dis, c'est pas du vote de passage. C'est un roc planté dans la société. En attendant, Zemmour s'est placé à droite de Le Pen et elle est redevenue fréquentable. Rendez-vous au second tour ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2014499,352,"I watched the last half hour of the debate and noticed that Macron looked Le Pen more directly in the eyes. Le Pen hesitated a lot more in the speech, a lot of mistakes in language, in turns of phrase, etc. The true face of the far right came out on the subject of secularism.","J'ai regardé la dernière 1/2h du débat j'ai noté  que Macron regardait plus franchement Le Pen dans les yeux. Le Pen hésitait bcp plus dans le discours bcp de Heu, des erreurs de langages, de tournures,...Le vrai visage de l'extrême droite est ressorti sur le sujet de la laicite.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4901751,353,"A reminder for I quote Darmanin ""I find Marine Le Pen a little shaky, a little weak"" her government has reinforced racist ideas.....I will never vote for Macronism again.....","Une piqûre de rappel pour  je site Darmanin  « Je trouve Marine Le Pen un peu branlante, un peu molle »son gouvernement est venu renforcer les idées racistes.....je ne voterai plus jamais le Macronisme.....",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2112144,354,"I say it like I think. Even with a result like Jean-Luc Melenchon versus Marine Le Pen, it would have been a better result than Emmanuel Macron versus Marine Le Pen. Or even Jean-Luc Melenchon versus Emmanuel Macron would have been acceptable, but the...","Je le dis comme je pense Même avec un résultat comme Jean Luc Melenchon contre Marine Le Pen, ca aurait été un meilleur résultat que Emmanuel Macron contre Marine Le Pen. Voir même, Jean Luc Melenchon contre Emmanuel Macron, aurait été acceptable, mais la . . .",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
559914,355,"Happy Easter weekend to all Christians around the world and at MLP we're not giving up! The goal is to convince as many people as possible to vote for Marine Le Pen, ToutsaufMacron, MarinePresidente",Bon weekend de Pâques a tous les chrétiens du monde entier et a MLP on lache rien ! Objectif convaincre le plus de monde possible de voter Marine Le Pen ToutsaufMacron  MarinePresidente,Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
4582665,356,"Sniff, I live in the Grand Est region. Many villages put Le Pen in the first round. Quiet, peaceful villages... I don't understand.","Sniff, j'habite dans le Grand Est. De nombreux villages ont placé Le Pen au 1er tour. Des villages tranquilles, calmes..... je ne comprends pas.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
401829,357,"Today we try to eliminate Macron or Le Pen in the first round, we vote for Mélenchon! (He's not my first choice either, but I want to avoid a shitty second round like 5 years ago!)","Aujourd'hui on essaie d'éliminer Macron ou Le Pen dès le premier tour, on vote Mélenchon ! (C'est pas mon premier choix non plus, mais je veux éviter un second tour de merde comme il y a 5 ans !)",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
1188547,358,"Sorry, I'm not joining Le Pen, it will hit the poor, students, the middle classes and foreigners. We'll feel it happen much more with Le Pen... You only have to look at his program. Not voting has as many consequences as voting for Le Pen.","Dsl, je m incruste ms avec Le Pen, ça tapera sur les pauvres, les étudiants, les classes moyennes et les etrangers.  On va le sentir passé bien plus avec Le Pen...  Y a qu a voir son programme  Ne pas voter à autant de conséquences que de voter Le Pen",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
